"as_of_date","centre_name","country","locality","is_service_facility","is_genome_centre","location","number_sequencers","number_454","number_ga2","number_hiseq","number_miseq","number_ion_torrent","number_solid","number_pacbio"
"2013-07-19","Institute of Genomics and Integrative Biology","India","Delhi, India","True","True","28.6345736422,77.1348595619","2","1","1","0","0","0","0","0"
"2013-07-19","Institute of Genomics and Integrative Biology","India","Delhi, India","False","True","28.6934063916,77.2186410427","1","0","0","1","0","0","0","0"
"2013-07-19","Institute of Laboratory Medicine, Clinical Chemistry, and Molecular Diagnostics","Germany","Saxony, Germany","None","None","51.3313423299,12.3906415701","2","1","1","0","0","0","0","0"
"2013-07-19","Institute of Marine Biology and Genetics, Hellenic Centre of Marine Research","Greece","Κρήτη, Greece","True","None","35.332352348,25.2812576294","1","1","0","0","0","0","0","0"
"2013-07-19","Institute of Medical Virology","Switzerland","Zürich, Switzerland","False","False","47.3977682116,8.55037808418","1","1","0","0","0","0","0","0"
"2013-07-19","Institute of Molecular Genetics","Germany","Rhineland-Palatinate, Germany","True","None","49.9922808206,8.23602318764","1","0","0","1","0","0","0","0"
"2013-07-19","Institute of Molecular Genetics AS CR","Czech Republic","Středočeský, Czech Republic","False","True","50.0139994963,14.4645953178","1","1","0","0","0","0","0","0"
"2013-07-19","Institute of Oceanology,CAS","China","山东省, China","True","None","36.0543728197,120.345697403","2","0","0","0","0","0","2","0"
"2013-07-19","Institute of Pharmacology PAS","Poland","Lesser Poland Voivodeship, Poland","None","None","50.0925033404,19.8845672607","1","0","0","0","0","1","0","0"
"2013-07-19","Instituto de Biomedicina de Sevilla (IBIS)","Spain","Sevilla, Spain","True","None","37.3625681822,-5.98192691803","1","1","0","0","0","0","0","0"
"2013-07-19","Instituto de Biomedicina y Biotecnologia de Cantabria - IBBTEC","Spain","Cantabria, Spain","True","False","43.4529188936,-3.779296875","1","0","1","0","0","0","0","0"
"2013-07-19","Instituto de Medicina Genomica (IMEGEN)","Spain","Comunidad Valenciana, Spain","True","True","39.5156208757,-0.422737598419","1","0","0","0","1","0","0","0"
"2013-07-19","Instituto de Medicina Tropical da Universidade de Sao Paulo","Brazil","São Paulo, Brazil","True","True","-23.5570636669,-46.6687202454","3","0","0","0","2","1","0","0"
"2013-07-19","IntegenX","United States","CA, United States","False","False","37.6915634956,-121.894512177","1","0","1","0","0","0","0","0"
"2013-07-19","Integragen","France","Ile-de-France, France","None","None","48.618747,2.44993","1","0","1","0","0","0","0","0"
"2013-07-19","Integrated Core Facility for Functional Genomics","Taiwan","Taipei, Taiwan","True","False","24.9767219253,121.53711319","1","0","0","0","0","0","1","0"
"2013-07-19","Integrated Functional Genomics (IFG)","Germany","North Rhine-Westphalia, Germany","True","True","51.9672741359,7.59189605713","3","0","0","1","0","1","1","0"
"2013-07-19","International Livestock Research Institute","Kenya","Rift Valley, Kenya","True","True","-1.26849539431,36.7222523689","1","1","0","0","0","0","0","0"
"2013-07-19","Iowa State University DNA facility","United States","IA, United States","None","False","42.0250686463,-93.6474609375","1","0","1","0","0","0","0","0"
"2013-07-19","IPATIMUP","Portugal","Porto, Portugal","None","False","41.1754157497,-8.6005461216","1","0","0","0","0","1","0","0"
"2013-07-19","IPATIMUP","Portugal","Porto, Portugal","False","False","41.175448052,-8.60052466393","1","0","0","0","0","1","0","0"
"2013-07-19","IRCAN","France","Provence-Alpes-Côte d'Azur, France","False","False","43.7250410944,7.2803413868","1","0","0","0","0","1","0","0"
"2013-07-19","IRCCS Casa Sollievo della Sofferenza - Mendel","Italy","Lazio, Italy","True","False","41.91075,12.50948","1","0","0","0","0","0","1","0"
"2013-07-19","IRCL","France","Nord-Pas-de-Calais, France","True","None","50.6122482627,3.03405046463","2","0","0","0","0","1","1","0"
"2013-07-19","IRCM","Canada","QC, Canada","True","True","45.513805347,-73.576169014","1","0","1","0","0","0","0","0"
"2013-07-19","Irsicaixa Retrovirology Labs","Spain","Badalona, Spain","False","False","41.4813190167,2.23846435547","2","2","0","0","0","0","0","0"
"2013-07-19","IRSTEA-HBAN","France","Île-de-France, France","None","None","48.7514636819,2.31545448303","1","0","0","0","0","1","0","0"
"2013-07-19","Istanbul University","Turkey","Istanbul, Turkey","True","True","41.017469619,28.933095932","2","1","0","0","0","1","0","0"
"2013-07-19","Istenhegyi Gendiagnosztika","Hungary","Budapest, Hungary","True","True","47.5006049137,19.0083003044","1","1","0","0","0","0","0","0"
"2013-07-19","Istituto Superiore di Sanità","Italy","Lazio, Italy","False","False","41.9042254273,12.5181484222","1","1","0","0","0","0","0","0"
"2013-07-19","ITC BAS RAS","Russia","Москва, Russia","None","None","55.6964420352,37.5649380684","1","0","1","0","0","0","0","0"
"2013-07-19","J. Craig Venter Institute","United States","MD, United States","None","None","39.0995515886,-77.1936535835","7","3","2","0","0","0","2","0"
"2013-07-19","KACST","Saudi Arabia","Riyadh, Saudi Arabia","False","True","24.6669863852,46.6918945312","6","1","0","1","0","0","4","0"
"2013-07-19","Kang Chen Bio","China","上海市, China","True","True","31.177333933,121.408689022","1","0","1","0","0","0","0","0"
"2013-07-19","Kansas State Uni","United States","KS, United States","None","None","39.181175,-96.591797","1","1","0","0","0","0","0","0"
"2013-07-19","Karolinska Institute Department of Biochemistry and Biophysics","Sweden","Solna, Stockholm, Sweden","None","None","59.3478079629,18.0209255219","1","0","0","1","0","0","0","0"
"2013-07-19","Kazusa DNA Research Institute","Japan","千葉県, Japan","None","None","35.329761506,139.990711212","1","0","0","0","0","0","0","0"
"2013-07-19","Keio University (Dept. Biosciences and Informatics)","Japan","神奈川県, Japan","False","False","35.5563725561,139.652667046","1","0","1","0","0","0","0","0"
"2013-07-19","kemri-wellcome trust programme Kilifi","Kenya","kilifi, Kenya","False","False","-1.71361165988,41.2316894531","1","0","0","0","0","1","0","0"
"2013-07-19","Keygene N.V.","Netherlands","Gelderland, Netherlands","True","None","51.976831,5.6462","6","2","0","2","1","0","0","1"
"2013-07-19","Kids Research Institute","Australia","NSW, Australia","False","False","-33.8025797557,150.990922451","1","0","0","0","0","1","0","0"
"2013-07-19","Kiko tech Co., Ltd. Kobe Office","Japan","兵庫県, Japan","True","True","34.6587493157,135.217309892","1","0","0","0","0","0","1","0"
"2013-07-19","King Abdul Aziz University Hospital","Saudi Arabia","Jeddah, Saudi Arabia","False","False","21.4931649439,39.2486572266","1","0","0","0","0","0","1","0"
"2013-07-19","King Abdullah University of Science and Technology","Saudi Arabia","Thuwal, Saudi Arabia","False","False","22.2890964187,39.1333007812","5","2","0","2","0","0","1","0"
"2013-07-19","Kingston University","United Kingdom","Kingston upon Thames, United Kingdom","None","False","51.4031346387,-0.30326128006","1","0","0","0","0","1","0","0"
"2013-07-19","Koko näyttö Institute of Biotechnolgy - University of Helsinki","Finland","Helsinki, Finland","True","None","60.226111167,25.0149679184","2","1","0","0","0","0","1","0"
"2013-07-19","Korea Research Institute of Bioscience & Biotechnology (KRIBB)","South Korea","Daejeon, South Korea","None","None","36.4117784199,127.364501953","1","0","1","0","0","0","0","0"
"2013-07-19","KPS Biotechnology & Healthcare Services Ltd. ","Hungary","Budapest, Hungary","True","None","47.5079250985,19.0235137939","1","1","0","0","0","0","0","0"
"2013-07-19","KTH Gene Technology Sequencing Center","Sweden",", Sweden","None","None","59.353737,18.058519","1","1","0","0","0","0","0","0"
"2013-07-19","Labindia Life Sciences","India","Haryana, India","None","None","28.5067498951,77.0882320404","1","0","0","0","0","0","1","0"
"2013-07-19","Laboratorio de Biotecnologia y Genomica Acuicola","Chile","Biobío Region, Chile","True","True","-36.8337705159,-73.0304896832","1","0","0","0","1","0","0","0"
"2013-07-19","Laboratory for Leukemia Diagnostics","Germany","Bayern, Germany","False","False","48.1114428888,11.466293335","1","0","0","0","1","0","0","0"
"2013-07-19","Laboratory of Genome Bioinformatics /Cytognomix","Canada","ON, Canada","False","False","42.9604426738,-81.2823486328","1","0","1","0","0","0","0","0"
"2013-07-19","Laboratory of Genome Bioinformatics /Cytognomix","Canada","ON, Canada","False","False","43.0161011913,-81.279258728","1","0","1","0","0","0","0","0"
"2013-07-19","Laboratory of Microarrays Analyses Institute of Biochemistry and Biophysics PAS","Poland","Masovian Voivodeship, Poland","True","False","52.2070149501,20.9792089462","1","0","0","1","0","0","0","0"
"2013-07-19","Laboratory of Molecular Medicine and Genomics","Italy","Campania, Italy","True","True","40.7503780899,14.7800445557","3","0","1","1","0","1","0","0"
"2013-07-19","Laboratory of Molecular Technology","United States","MD, United States","False","False","39.4264184311,-77.414438009","2","2","0","0","0","0","0","0"
"2013-07-19","Lactad Unicamp","Brazil","São Paulo, Brazil","None","None","-22.8171292557,-47.0698070526","1","0","0","1","0","0","0","0"
"2013-07-19","LANGEBIO-CINVESTAV","Mexico","Gt, Mexico","True","None","20.7132676675,-101.320921897","3","2","0","0","0","0","1","0"
"2013-07-19","Lausanne Genomic Technologies Facility","Switzerland","Vaud, Switzerland","True","None","46.520248831,6.57514572144","2","0","2","0","0","0","0","0"
"2013-07-19","Lavonn","United States","MD, United States","None","None","39.0976282269,-77.2050261497","4","1","1","0","0","0","2","0"
"2013-07-19","LC Sciences","United States","TX, United States","True","False","29.672551541,-95.41898489","1","0","1","0","0","0","0","0"
"2013-07-19","Leibniz Institute for Farm Animal Biology","Germany","Mecklenburg-West Pommerania, Germany","False","False","54.0130678398,12.2274774313","1","0","1","0","0","0","0","0"
"2013-07-19","Leiden University Medical Centre","Netherlands","Zuid-Holland, Netherlands","False","True","52.1660415713,4.47502756171","6","1","1","2","0","1","0","1"
"2013-07-19","LGC Agowa","Germany","Berlin, Germany","None","None","52.460403,13.527946","2","1","0","1","0","0","0","0"
"2013-07-19","LGC Genomics","United Kingdom","Greater London, United Kingdom","None","None","51.4257849784,-0.339803695679","2","1","0","1","0","0","0","0"
"2013-07-19","LGC Genomics","Germany","Berlin, Germany","True","True","52.5229059403,13.3813476562","2","1","0","1","0","0","0","0"
"2013-07-19","Li Ka Shing Institute of Health Sciences, CUHK","Hong Kong","Hong Kong, Hong Kong","True","False","22.3806745496,114.201872349","10","0","10","0","0","0","0","0"
"2013-07-19","LIFE SEQUENCING","Spain","Parc Científic Universidad De València, Edif. 2, C/ Catedrático Agustín Escardino Benlloch, 9,46980 , Spain","True","True","39.5162912911,-0.423145294189","2","1","0","0","0","1","0","0"
"2013-07-19","LIFE SEQUENCING","Spain","Parc Científic Universidad De València, Edif. 2, C/ Catedrático Agustín Escardino Benlloch, 9,46980 , Spain","True","True","39.5162912911,-0.423145294189","2","1","0","0","0","1","0","0"
"2013-07-19","Liverpool Cancer Research UK Centre, Liverpool, United Kingdom","United Kingdom","Merseyside, United Kingdom","False","False","53.4100434793,-2.96817541122","1","0","0","0","0","1","0","0"
"2013-07-19","LNCC - Laboratório Nacional de Computação Científica","Brazil","RJ, Brazil","True","True","-22.532854,-43.207855","2","1","0","0","0","1","0","0"
"2013-07-19","London Regional Genomics Centre","Canada","ON, Canada","True","True","43.0117277171,-81.2738165259","2","0","0","0","0","2","0","0"
"2013-07-19","London Research Institute","United Kingdom","Greater London, United Kingdom","False","False","51.5157293389,-0.116000175476","1","0","1","0","0","0","0","0"
"2013-07-19","Longhorn Vaccines and Diagnostics","United States","TX, United States","False","False","29.514765933,-98.4671115875","1","0","0","0","0","1","0","0"
"2013-07-19","Lotterwest State Biomedical Facility Genomics","Australia","Perth, Western Australia, Australia","True","False","-31.9531818034,115.865421295","5","1","0","0","0","2","2","0"
"2013-07-19","Luca Technologies","United States","CO, United States","False","False","39.7207382328,-105.194005966","1","1","0","0","0","0","0","0"
"2013-07-19","Ludwig Institute for Cancer Research","Brazil","SP, Brazil","False","False","-23.5689481445,-46.6422758102","1","0","0","0","0","0","1","0"
"2013-07-19","Lund University Department of Oncology","Sweden","Lund, Sweden","None","None","55.7120631438,13.1954169273","2","0","1","1","0","0","0","0"
"2013-07-19","Lund University Dept. Diabetes and Endocrinology","Sweden","Malmo, Sweden","None","None","55.5895326039,12.9993259907","1","0","0","1","0","0","0","0"
"2013-07-19","LZCDC","China","Guangxi, China","None","None","24.3348190609,109.397478104","1","0","0","0","0","1","0","0"
"2013-07-19","Macrogen","South Korea","South Korea, South Korea","None","None","37.4776508292,126.885159016","33","3","0","21","3","1","2","0"
"2013-07-19","Macrogen","South Korea","Seoul, South Korea","True","True","34.283933,126.530782","6","0","0","0","2","1","0","0"
"2013-07-19","Macrogen","South Korea","60-24 Gasan-dong, Geumchun-gu,Seoul,, South Korea","True","True","37.4794898964,126.883506775","6","0","0","0","0","1","2","0"
"2013-07-19","Macrogen","South Korea","Seoul, South Korea","True","True","37.4794898964,126.883506775","27","3","0","21","3","0","0","0"
"2013-07-19","Malaysia Genome Institute","Malaysia","Selangor, Malaysia","True","True","2.95908710311,101.77734375","1","0","0","1","0","0","0","0"
"2013-07-19","Malaysian Genomics Resource Centre","Malaysia","WP Kuala Lumpur, Malaysia","True","True","3.1184476614,101.676106453","1","0","0","1","0","0","0","0"
"2013-07-19","Martin-Luther-Universität Halle-Wittenberg, Institut für Biologie, Molekulare Ökologie","Germany","Sachsen-Anhalt, Germany","False","False","51.5053234115,11.9476318359","1","0","0","0","0","1","0","0"
"2013-07-19","Massachusetts General Hospital","United States","MA, United States","None","None","42.363491,-71.067638","1","0","0","0","0","0","1","0"
"2013-07-19","Massey Genome Service","New Zealand","Massey University, Palmerston North, New Zealand","True","None","-40.3867624885,175.617957115","1","0","1","0","0","0","0","0"
"2013-07-19","Matis ohf","Iceland","Vinlandsleid 12, Iceland","True","True","64.1299709301,-21.7673063278","1","1","0","0","0","0","0","0"
"2013-07-19","Max Planck Institute for Developmental Biology","Germany","Baden-Württemberg, Germany","False","False","48.5342688051,9.05488014221","2","0","0","1","1","0","0","0"
"2013-07-19","Max Planck Institute for Molecular Genetics","Germany","Berlin, Germany","True","True","52.444253,13.273802","18","5","3","4","1","0","4","0"
"2013-07-19","Max-Planck Institute of Immunobiology and Epigenetics","Germany","Baden-Württemberg, Germany","True","False","48.025610243,7.85168409348","2","0","0","1","1","0","0","0"
"2013-07-19","Max-Planck-Institute for Evolutionary Biology","Germany","Schleswig-Holstein, Germany","True","True","54.1576094035,10.4397583008","1","1","0","0","0","0","0","0"
"2013-07-19","Mayo Clinic","United States","Rochester, MN, United States","True","True","44.0199006495,-92.4666023254","7","1","0","5","0","0","1","0"
"2013-07-19","McGill University and Génome Québec Innovation Centre","Canada","Montreal, Canada","True","True","45.504903,-73.575268","20","3","2","12","1","1","0","1"
"2013-07-19","MD Anderson Cancer Center","United States","TX, United States","True","None","29.7057974402,-95.3972053528","6","0","0","0","0","2","4","0"
"2013-07-19","Medical Genome Project","Spain","Sevilla, Spain","True","True","37.4042726246,-6.00565910339","11","7","0","0","0","0","4","0"
"2013-07-19","Medical Genome Project Sevilla","Spain","AL, Spain","None","None","37.4041021712,-6.00630283356","11","7","0","0","0","0","4","0"
"2013-07-19","Medical NeuroGenetics","United States","GA, United States","True","False","33.9479168984,-84.3640136719","2","0","0","1","0","0","1","0"
"2013-07-19","Medical University Innsbruck, Biocenter","Austria","Tirol, Austria","None","None","47.2603009412,11.3808917999","2","0","0","0","0","1","1","0"
"2013-07-19","Memorial Sloan-Kettering Cancer Center","United States","NY, United States","False","False","40.765084,-73.95663","5","2","0","0","0","0","3","0"
"2013-07-19","Merck Research Labs","United States","MA, United States","False","False","42.3397041693,-71.1028289795","1","0","1","0","0","0","0","0"
"2013-07-19","Methodist Hospital Research Institute","United States","Houston, TX, United States","True","False","30.9926797539,-95.9765625","1","0","1","0","0","0","0","0"
"2013-07-19","MGH NextGen Sequencing Core","United States","Boston, MA, United States","True","False","42.362016285,-71.0658681393","1","0","0","1","0","0","0","0"
"2013-07-19","Miami Institute of Human Genomics","United States","FL, United States","None","None","25.792473,-80.211182","6","0","2","2","0","0","2","0"
"2013-07-19","Michigan State University RTSF","United States","MI, United States","None","None","42.7601211193,-84.6606445312","3","0","0","1","1","1","0","0"
"2013-07-19","Micromon High Throughput Sequencing Facility (Monash University)","Australia","Melbourne, Victoria, Australia","True","False","-37.910680596,145.129292607","1","0","1","0","0","0","0","0"
"2013-07-19","Microsynth","Switzerland","Sankt Gallen, Switzerland","None","None","47.406599,9.607029","1","1","0","0","0","0","0","0"
"2013-07-19","MissionBio","Taiwan","台北市, Taiwan","True","True","25.058563656,121.611764431","4","1","0","0","0","1","2","0"
"2013-07-19","MLL Munich Leukemia Laboratory","Germany","Bayern, Germany","False","False","48.1081260947,11.4739215374","9","7","0","0","2","0","0","0"
"2013-07-19","MLL Munich Leukemia Laboratory","Germany","Bayern, Germany","False","False","48.1081046029,11.4738786221","9","7","0","0","2","0","0","0"
"2013-07-19","Molecular and Computational Biology, University of Southern California","United States","CA, United States","None","None","34.0225378344,-118.290030956","1","0","1","0","0","0","0","0"
"2013-07-19","Molecular Biology Core Facilities, Dana Farber Cancer Institute","United States","MA, United States","True","False","42.3464010145,-71.1018151045","4","0","0","1","3","0","0","0"
"2013-07-19","Molecular Genetics Core Facility, Harvard Catalyst","United States","MA, United States","None","None","42.3378325729,-71.1055111885","1","0","0","0","0","0","1","0"
"2013-07-19","Monsanto","United States","MO, United States","None","None","38.663329837,-90.5669116974","11","0","10","0","0","0","0","1"
"2013-07-19","Montpellier GenomiX","France","Languedoc-Roussillon, France","True","False","43.6381871611,3.84452819824","2","0","1","1","0","0","0","0"
"2013-07-19","Moores UCSD Cancer Center","United States","CA, United States","False","False","32.8791546815,-117.222576141","2","0","0","1","0","0","1","0"
"2013-07-19","Mount Sinai School of Medicine","United States","NY, United States","True","False","40.7898996853,-73.9532661438","6","0","0","4","1","0","0","1"
"2013-07-19","MPI EVA","Germany","Sachsen, Germany","None","None","51.3211048746,12.3948311806","7","2","5","0","0","0","0","0"
"2013-07-19","MRC Clinical Sciences Centre","United Kingdom","Greater London, United Kingdom","True","True","51.517663,-0.234833","3","0","0","2","1","0","0","0"
"2013-07-19","MRC hub Cambridge (EASIH)","United Kingdom","Cambridgeshire, United Kingdom","True","False","52.173721,0.138037","7","0","2","1","2","2","0","0"
"2013-07-19","MRI Global","United States","MD, United States","True","False","39.1026238628,-77.1783971786","2","0","0","0","1","1","0","0"
"2013-07-19","MRIGlobal","United States","FL, United States","None","None","27.9832600086,-80.6297779083","1","0","0","0","1","0","0","0"
"2013-07-19","MSU Research Technology Support Facility","United States","MI, United States","True","None","42.811522,-84.243164","3","0","0","1","1","1","0","0"
"2013-07-19","Mutation Analysis Facility, Karolinska Inst.","Sweden","Huddinge, Sweden","None","None","59.2219332882,17.9359960556","1","0","0","0","0","0","1","0"
"2013-07-19","MYcroarray","United States","MI, United States","True","False","42.3175586636,-83.6476707458","1","1","0","0","0","0","0","0"
"2013-07-19","National Cancer Institute","United States","MD, United States","False","False","39.0021770002,-77.0960426331","9","0","2","2","0","4","0","1"
"2013-07-19","National Cheng Kung University","Taiwan","台南市, Taiwan","True","True","22.9963233069,120.221543312","2","0","1","0","0","0","1","0"
"2013-07-19","National Chung Hsing University","Taiwan","台中市, Taiwan","None","None","24.1810847072,120.682067871","1","0","1","0","0","0","0","0"
"2013-07-19","National Heart and Lung Institute","United Kingdom","Greater London, United Kingdom","False","False","51.4901750148,-0.172165632248","1","1","0","0","0","0","0","0"
"2013-07-19","National High-throughput Sequencing Centre, University of Copenhagen","Denmark","Hovedstaden, Denmark","True","None","55.6883267511,12.5733375549","5","2","1","2","0","0","0","0"
"2013-07-19","National Institue for Communicable Diseases","South Africa","Gauteng, South Africa","None","None","-26.3721854417,27.861328125","1","1","0","0","0","0","0","0"
"2013-07-19","National Institute for Infectious Diseases - INMI ""L. Spallanzani"" - Rome","Italy","Lazio, Italy","None","False","41.902277,12.65625","1","1","0","0","0","0","0","0"
"2013-07-19","National Institute of Biomedical Genomics","India","Kalyani, India","False","True","22.977779,88.436154","1","0","0","1","0","0","0","0"
"2013-07-19","National Institute of Immunology","India","Delhi, India","None","True","28.5413641286,77.1747922897","1","0","1","0","0","0","0","0"
"2013-07-19","National Institute of Plant Genome Research","India","Delhi, India","None","False","28.5310137285,77.1661019325","1","1","0","0","0","0","0","0"
"2013-07-19","National Research Center","Egypt","cairo, Egypt","None","None","30.0361314813,31.2049752474","2","0","0","0","0","2","0","0"
"2013-07-19","National Research Center on Plant Biotechnology ","India","Delhi, India","False","True","28.6397620796,77.1694922447","1","0","0","1","0","0","0","0"
"2013-07-19","National Research Institute of Animal Production","Poland","Balice near Krakow, Poland","None","None","50.0854097966,19.7877019644","1","0","0","1","0","0","0","0"
"2013-07-19","National Tsing Hua University","Taiwan","新竹市, Taiwan","None","None","24.7970414448,120.997130871","1","0","1","0","0","0","0","0"
"2013-07-19","Nationwide Children's Hospital Biomedical Genomics Core","United States","OH, United States","None","None","39.9576487695,-82.9852294922","1","0","0","1","0","0","0","0"
"2013-07-19","Natural History Museum London","United Kingdom","London, United Kingdom","None","None","51.4962937564,-0.176811218262","1","0","0","0","1","0","0","0"
"2013-07-19","NCGR Genome Center","United States","NM, United States","True","True","35.636851388,-105.959433317","11","0","7","1","0","0","2","1"
"2013-07-19","NCI Core Genotyping Facility","United States","MD, United States","None","None","39.1277964794,-77.1767234802","2","2","0","0","0","0","0","0"
"2013-07-19","NCMLS, dept. Molecular Biology","Netherlands","Gelderland, Netherlands","None","False","51.823896,5.865176","2","0","1","1","0","0","0","0"
"2013-07-19","Necker Hospital","France","Ile-de-France, France","False","False","48.8452030651,2.31541156769","2","0","0","0","0","1","1","0"
"2013-07-19","New Jersey Medical School","United States","NJ, United States","True","False","40.7388844663,-74.1899013519","2","0","1","0","0","0","1","0"
"2013-07-19","New Mexico Genome Center","United States","NM, United States","None","None","35.6366072386,-105.95921874","6","0","6","0","0","0","0","0"
"2013-07-19","New York Genome Center","United States","NY, United States","True","True","40.7631861811,-73.956592083","5","0","0","4","1","0","0","0"
"2013-07-19","New York University Center for Genomics and Systems Biology","United States","NY, United States","False","False","40.731128806,-73.994808197","1","0","0","1","0","0","0","0"
"2013-07-19","NewGene","United Kingdom","Newcastle Upon Tyne, United Kingdom","True","None","54.967293,-1.62014","1","1","0","0","0","0","0","0"
"2013-07-19","NGSC - Sidney Kimmel Comprehensive Cancer Center","United States","MD, United States","None","None","39.2981737474,-76.5942764282","2","0","0","0","0","0","2","0"
"2013-07-19","NICEM","South Korea",", South Korea","None","None","37.457295,126.948459","2","1","1","0","0","0","0","0"
"2013-07-19","NIDDK Genomics Core Laboratory","United States","MD, United States","False","True","39.000442755,-77.0987033844","1","0","0","1","0","0","0","0"
"2013-07-19","NIH Intramural Sequencing Center","United States","MD, United States","None","None","39.062382,-77.114325","12","1","9","0","0","2","0","0"
"2013-07-19","NIH NIAID Rocky Mtn Labs","United States","Hamilton, MT, United States","False","False","46.245400802,-114.154815674","3","1","1","0","0","0","1","0"
"2013-07-19","North-West University","South Africa","North West, South Africa","None","False","-26.6883782917,27.0920276642","1","0","0","0","0","1","0","0"
"2013-07-19","Northwestern University","United States","IL, United States","None","None","41.892694,-87.621202","1","0","0","0","0","0","1","0"
"2013-07-19","Norwegian High-Throughput Sequencing Centre (NSC)","Norway","Oslo, Norway","True","None","59.9405729696,10.7209267622","6","2","0","1","1","1","0","1"
"2013-07-19","Norwegian Institute for Forest and Landscape","Norway","Akershus, Norway","None","None","59.6667165245,10.774487257","1","0","0","0","0","1","0","0"
"2013-07-19","Notre Dame Genomics Core Facility","United States","Notre Dame, IN, United States","True","False","41.7008703607,-86.2331056595","2","1","0","0","1","0","0","0"
"2013-07-19","Novogene Bioinformatics Technology Co. Ltd","China","Beijing, China","True","True","40.0015172086,116.35474205","8","0","0","5","3","0","0","0"
"2013-07-19","NTNU Genomics Core Facility","Norway","Sør-Trøndelag, Norway","True","True","63.4195040823,10.3912210464","1","0","0","1","0","0","0","0"
"2013-07-19","NTOU","Taiwan","基隆市, Taiwan","None","None","25.1514069646,121.77271843","1","1","0","0","0","0","0","0"
"2013-07-19","NTU Center of Genomic Medicine","Taiwan","台北市, Taiwan","None","True","25.04445476,121.519432068","4","0","0","0","0","0","4","0"
"2013-07-19","NTU-TechComm","Taiwan","台北市, Taiwan","True","False","25.016862107,121.537284851","2","0","0","0","1","0","1","0"
"2013-07-19","Nucleic Acids Research Facility, core lab for Virginia Commonwealth University School of Medicine","United States","VA, United States","False","False","37.5403578912,-77.4321556091","4","2","1","1","0","0","0","0"
"2013-07-19","NXTGNT","Belgium","Vlaams Gewest, Belgium","True","True","51.0234734564,3.72608184814","2","1","1","0","0","0","0","0"
"2013-07-19","NYU Abu Dhabi","United Arab Emirates","Abu Dhabi, United Arab Emirates","False","True","24.3474094227,54.5004272461","3","0","0","1","1","1","0","0"
"2013-07-19","NYU Center for Genomics and Systems Biology","United States","NY, United States","False","True","40.7302507498,-73.9944863319","2","0","0","0","0","1","1","0"
"2013-07-19","NYU Langone Medical Center","United States","NY, United States","True","False","40.739844,-73.974895","2","1","1","0","0","0","0","0"
"2013-07-19","O'Connor Lab","United States","WI, United States","None","None","43.0564087729,-89.4673991203","2","1","0","0","1","0","0","0"
"2013-07-19","Ocimumbio","United States","MD, United States","None","None","39.15123,-77.231827","2","1","1","0","0","0","0","0"
"2013-07-19","Odile Sismeiro","France","Paris, France","True","True","48.8413337067,2.30944633484","1","0","0","1","0","0","0","0"
"2013-07-19","Ohio State University","United States","OH, United States","True","True","39.9964256069,-83.0193847418","5","0","0","0","0","1","4","0"
"2013-07-19","Ohio University Genomics Facility","United States","OH, United States","True","False","39.2492708462,-82.0239257812","1","0","0","0","0","1","0","0"
"2013-07-19","OHSU Massively Parallel Sequencing Shared Resource","United States","Portland, Oregon, United States","True","False","45.4981204125,-122.671322823","1","0","1","0","0","0","0","0"
"2013-07-19","Okinawa Institute of Science and Technology","Japan","Okinawa, Japan","False","None","26.3396818245,127.854573727","5","3","2","0","0","0","0","0"
"2013-07-19","Okinawa Science and Technology Promotion Center (OSTC)","Japan","12-2 Suzaki, Uruma, Okinawa 904-2234, Japan","True","True","26.336566535,127.850190997","3","0","0","0","0","0","3","0"
"2013-07-19","Omega, d.o.o.","Slovenia","Ljubljana, Slovenia","None","False","46.0262154785,14.5302343369","1","0","0","0","0","1","0","0"
"2013-07-19","omega-2","Slovenia","menges, Slovenia","None","None","46.2254528823,14.501953125","3","0","0","0","0","1","0","0"
"2013-07-19","Omics Solutions","Chile","Región Metropolitana, Chile","True","True","-33.5027551124,-70.5921578407","5","2","0","0","0","1","2","0"
"2013-07-19","OMRF Next Gen Sequencing Core","United States","OK, United States","True","None","35.4734007735,-97.5035891528","3","0","0","2","1","0","0","0"
"2013-07-19","Ontario Institute for Cancer Research","Canada","ON, Canada","False","True","43.6596621142,-79.3893957138","14","0","0","10","2","1","0","1"
"2013-07-19","Oregon State University CGRB Core Lab","United States","OR, United States","None","False","44.5665705398,-123.281965256","1","0","1","0","0","0","0","0"
"2013-07-19","Ospedale Pediatrico Meyer","Italy","Toscana, Italy","None","None","43.8108092514,11.2525749207","1","1","0","0","0","0","0","0"
"2013-07-19","Ottawa Hospital Research Institute","Canada","ON, Canada","True","None","45.4019524393,-75.646031856","1","0","1","0","0","0","0","0"
"2013-07-19","Oxford Molecular Diagnostics Centre, Oxford University Hospitals.","United Kingdom","Oxford, United Kingdom","False","False","51.7643871977,-1.22008323669","4","0","0","1","1","2","0","0"
"2013-07-19","Parque Cientifico de Madrid","Spain","Madrid, Spain","True","True","40.5489285481,-3.68896007538","2","1","1","0","0","0","0","0"
"2013-07-19","Parque Cientifico de Madrid","Spain","Madrid, Spain","True","True","40.5489285481,-3.68896007538","2","1","1","0","0","0","0","0"
"2013-07-19","Parque científico de Madrid","Spain","Comunidad de Madrid, Spain","True","False","40.3967643056,-3.7353515625","2","1","1","0","0","0","0","0"
